FPU_Page;FPU_LG_English;FPU_LG_French;FPU_SnomedCT;FPU_DefCSP;FPU_Concepts;FPU_Concepts_Codes;FPU_DefNCI;FPU_Name;FPU_DefMSH;FPU_Code;FPU_URL
Free Thyroxine Index;###############################################################################################################################################################################################################################################################;Index de thyroxine libre;143690007, 166333003, 39700003;;Laboratory Procedure (T059);T059;;Free thyroxine index test;;C0202024;http://www.fpnotebook.com/Endo/Lab/FrThyrxnIndx.htm
Buccal Smear;###############################################################################################################################################################################################################################################################;Frottis buccal;31402005, 303995001;;Diagnostic Procedure (T060);T060;;buccal smear biopsy procedure;;C0581714;http://www.fpnotebook.com/Endo/Lab/BclSmr.htm
Buccal Smear;Barr Bodies, Bodies, Barr, Chromatin, Sex, Chromatins, Sex, Sex Chromatin, Sex Chromatins, sex chromatin, Barr chromatin body, Barr bodies, barr bodies, chromatin sex, barr body, Barr body, Sex chromatin, Sex chromatin (substance), Barr Body;Corpuscules de Barr, Chromatine sexuelle;58348001;;Cell Component (T026);T026;The inactive, condensed X chromosome in a female somatic cell.;Sex Chromatin;###############################################################################################################################################################################################################################################################;C0036867;http://www.fpnotebook.com/Endo/Lab/BclSmr.htm
Suppurative Thyroiditis;###############################################################################################################################################################################################################################################################;Thyroïdite aigüe infectieuse, Thyroïdite aiguë infectieuse, Thyroïdite aigüe d'origine infectieuse, Thyroïdite suppurée, Thyroïdite infectieuse, Thyroïdite aiguë d'origine infectieuse;25476006, 3511005;;Disease or Syndrome (T047);T047;;Thyroiditis, Suppurative;"Acute inflammatory disease of the THYROID GLAND due to infections by BACTERIA; FUNGI; or other microorganisms. Symptoms include tender swelling, FEVER, and often with LEUKOCYTOSIS.";C0040150;http://www.fpnotebook.com/Endo/ID/SprtvThyrdts.htm
Subacute Granulomatous Thyroiditis;"Subacute Thyroiditides, Thyroiditis, Subacute, SUBACUTE THYROIDITIS, THYROIDITIS, DE QUERVAIN, THYROIDITIS, GIANT CELL, THYROIDITIS, PSEUDOTUBERCULOUS, THYROIDITIS, SUBACUTE, de Quervain's thyroiditis, Giant-cell thyroiditis, Non-supp subacute thyroiditis, THYROIDITIS SUBACUTE, Non-suppurative subacute thyroiditis (disorder), Granulomatous thyroiditis, De Quervain's thyroiditis, Non-suppurative subacute thyroiditis, Subacute granulomatous thyroiditis (disorder), Subacute granulomatous thyroiditis, Giant cell thyroiditis, subacute thyroiditis, subacute thyroiditis (diagnosis), De Quervain's thyroiditis (disorder), Giant-cell thyroiditis (disorder), Granulomatous thyroiditis (disorder), deQuervain's thyroiditis, Thyroiditis subacute, de Quervain thyroiditis, Thyroiditis, Subacute [Disease/Finding], subacute thyroidities, de quervains thyroiditis, de quervain thyroiditis, granulomatous thyroiditis, thyroiditis de quervain, thyroiditis subacute, dequervain's thyroiditis, de quervain's thyroiditis, Pseudogranulomatous thyroiditis, Subacute thyroiditis (disorder), Subacute thyroiditis, de Quervain; thyroiditis, giant cell; thyroiditis, granulomatous; thyroiditis, pseudotuberculous; thyroiditis, subacute; thyroiditis, thyroiditis; de Quervain, thyroiditis; giant cell, thyroiditis; granulomatous, thyroiditis; pseudotuberculous, thyroiditis; subacute, Subacute Thyroiditis, De Quervain's Thyroiditis, Subacute Granulomatous Thyroiditis, Giant cell thyroiditis,, De Quervain Thyroiditis, Thyroiditis, De Quervain, Cell Thyroiditides, Giant, Cell Thyroiditis, Giant, Giant Cell Thyroiditides, Giant Cell Thyroiditis, Granulomatous Thyroiditides, Granulomatous Thyroiditis, Nonsuppurative Thyroiditides, Subacute, Nonsuppurative Thyroiditis, Subacute, Painful Thyroiditides, Subacute, Painful Thyroiditis, Subacute, Subacute Nonsuppurative Thyroiditides, Subacute Nonsuppurative Thyroiditis, Subacute Painful Thyroiditides, Subacute Painful Thyroiditis, Thyroiditides, Giant Cell, Thyroiditides, Subacute Nonsuppurative, Thyroiditides, Subacute Painful, Thyroiditides, Subacute, Thyroiditis, Giant Cell, Thyroiditis, Granulomatous, Thyroiditis, Subacute Nonsuppurative, Thyroiditis, Subacute Painful, Thyroiditides, Granulomatous";###############################################################################################################################################################################################################################################################;38727009, 237533003, 428041004, 237530000, 237531001, 237532008, 154666006, 190296009;;Disease or Syndrome (T047);T047;;Subacute thyroiditis;"Spontaneously remitting inflammatory condition of the THYROID GLAND, characterized by FEVER; MUSCLE WEAKNESS; SORE THROAT; severe thyroid PAIN; and an enlarged damaged gland containing GIANT CELLS. The disease frequently follows a viral infection.";C0040149;http://www.fpnotebook.com/Endo/ID/SbctGrnlmtsThyrdts.htm
Hypoglycemia Management;Hypoglycemia Management, hypoglycaemia management, hypoglycemia management, Hypoglycaemia management, Hypoglycemia management (procedure), Hypoglycemia management;;386328006;;Therapeutic or Preventive Procedure (T061);T061;;Hypoglycemia management;;C0150254;http://www.fpnotebook.com/Endo/Hypoglycemia/HypglycmMngmnt.htm
Marfan's Syndrome;###############################################################################################################################################################################################################################################################;Arachnodactylie;205816001, 271434006, 62250003;;"Congenital Abnormality (T019)
, Disease or Syndrome (T047)";T019 T047;;Arachnodactyly;###############################################################################################################################################################################################################################################################;C0003706;http://www.fpnotebook.com/Endo/Growth/MrfnsSyndrm.htm
Marfan's Syndrome;###############################################################################################################################################################################################################################################################;Syndrome de Marfan, Maladie de Marfan;157024004, 19346006, 157033002, 268359006;"disorder of connective tissue characterized by tall stature, elongated extremities, subluxation of the lens, dilatation of the ascending aorta, and ""pigeon breast""; inherited as an autosomal dominant trait.";Disease or Syndrome (T047);T047;A genetic syndrome inherited as an autosomal dominant trait. It is caused by mutations in the FBN1 gene. It is characterized by tall stature, elongated extremities, mitral valve prolapse, aortic dilatation, aortic dissection, and sublaxation of the lens.;Marfan Syndrome;###############################################################################################################################################################################################################################################################;C0024796;http://www.fpnotebook.com/Endo/Growth/MrfnsSyndrm.htm
Insulinoma;"Island Cell Tumor, Island Cell Tumors, Islet Cell Tumors, Nesidioblastoma, Tumor, Island Cell, Tumor, Islet Cell, Tumors, Island Cell, Tumors, Islet Cell, NESIDIOBLASTOMA, Pancreatic Endocrine Neoplasm, Pancreatic neuroendocrine tumour, Pancreatic neuroendocrine tumor, neoplasm of islets of Langerhans (diagnosis), neoplasm of islets of Langerhans, islet cell tumors, islet cell tumour, endocrine pancreas tumors, islet cell tumor, endocrine pancreas tumor, endocrine pancreatic tumors, islet cell adenoma, pancreatic endocrine tumor, nesidioblastoma, Pancreatic Neuroendocrine Neoplasm, Islet Cell Tumor, Islet cell tumor, Islet cell tumour, Pancreatic endocrine tumor, Pancreatic endocrine tumour, Tumor of endocrine pancreas, Tumour of endocrine pancreas, Islet cell neoplasm (morphologic abnormality), Islet cell neoplasm, Islet cell tumor (morphologic abnormality), Neoplasm of islets of Langerhans (disorder), Neoplasm of islets of Langerhans, Tumor of endocrine pancreas (disorder), islet cell tumor; pancreas, islet cell; tumor, pancreas, nesidioblastoma; pancreas, nesidioblastoma; unspecified site, pancreas; islet cell tumor, pancreas; nesidioblastoma, pancreas; tumor, islet cell, tumor; islet cell, pancreas, Endocrine tumor of pancreas, Endocrine tumour of pancreas";Tumeur neuroendocrinienne pancréatique, Nésidioblastome;261713004, 76345009, 128878003, 237596009, 399528006, 126864006, 154609001, 269636003, 188855000;;Neoplastic Process (T191);T191;A neoplasm with neuroendocrine differentiation that arises from the pancreas. It includes neuroendocrine tumors (low and intermediate grade) and neuroendocrine carcinomas (high grade).;Islet Cell Tumor;;C0242363;http://www.fpnotebook.com/Endo/HemeOnc/Inslnm.htm
Insulinoma;"Beta-cell adenoma, beta Cell Tumor, beta-Cell Tumor, beta-Cell Tumors, Insulinoma, Insulinomas, Insuloma, Insulomas, Tumor, beta-Cell, Tumors, beta-Cell, Adenoma, beta-Cell, Adenoma, beta Cell, Adenomas, beta-Cell, beta-Cell Adenomas, INSULINOMA, INSULOMA, PANCREAS, ISLET-CELL TUMOR, INSULIN-PRODUCING, beta-Cell Adenoma, Insulinoma, NOS, Pancreatic Insulin Producing Neoplasm, Insulinoma syndrome, Insulinoma NOS, [M]Insulinoma NOS, [M]Insulinoma NOS (morphologic abnormality), Insulinoma [Disease/Finding], insuloma, insulinomas, Pancreatic Insulinoma, beta cell tumor of the pancreas, pancreatic insulin-producing tumor, beta cell neoplasm, Pancreatic Insulin Producing Tumor, Pancreatic Insulin Producing Neuroendocrine Tumor, Pancreatic Insulin Producing NET, Beta cell adenoma, Insulinoma (disorder), Insulinoma (morphologic abnormality), islet cell insulinoma, pancreatic insulinoma, beta-cell; adenoma, pancreas, beta-cell; tumor, pancreas, beta-cell; tumor, unspecified site, insulinoma; pancreas, insulinoma; unspecified site, adenoma; beta-cell, pancreas, pancreas; adenoma, beta-cell, pancreas; beta-cell tumor, pancreas; insulinoma, pancreas; tumor, beta-cell, tumor; beta-cell, pancreas, tumor; beta-cell, unspecified site, Insulin-Producing Islet Cell Neoplasm, Insulin-Producing Islet Cell Tumor, Insulin-Producing Neoplasm of Islet Cells, Insulin-Producing Neoplasm of the Islet Cells, Insulin-Producing Tumor of Islet Cells, Insulin-Producing Tumor of the Islet Cells, Pancreatic Beta Cell Tumor, Beta Cell Neoplasm of Pancreas, Beta Cell Neoplasm of the Pancreas, Beta Cell Neoplasm, Beta Cell Tumor of Pancreas, Beta Cell Tumor of the Pancreas, Beta Cell Tumor, insulinoma";Insulinome, Tumeur bêta-langerhansienne insulino-sécrétante, Tumeur bêta-langerhansienne insulinosécrétante, Tumeur bêta-langerhansienne;134154009, 25324008, 302822000;;Neoplastic Process (T191);T191;###############################################################################################################################################################################################################################################################;insulinoma;A benign tumor of the PANCREATIC BETA CELLS. Insulinoma secretes excess INSULIN resulting in HYPOGLYCEMIA.;C0021670;http://www.fpnotebook.com/Endo/HemeOnc/Inslnm.htm
Hypoglycemia;BLOOD SUGAR DECREASED, SUGAR BLOOD DECREASED, GLUCOSE BLOOD DECREASED, Glucose blood decreased, Blood sugar decreased, Decreased blood sugar, Sugar blood decreased, blood decreasing sugar, blood glucose decreased, Blood glucose decreased;Glucose sanguin diminué, DIMINUTION DE LA GLYCEMIE, Glycémie diminuée;;;Finding (T033);T033;;Blood glucose decreased;;C0595883;http://www.fpnotebook.com/Endo/Hypoglycemia/Hypglycm.htm
Tall Stature;"STATURE TALL, stature tall, Stature tall, Large stature, Tall stature, Tall stature (finding), stature; tall, tall; stature, tall stature";Grande taille;248328003;;Finding (T033);T033;;Tall stature;;C0241240;http://www.fpnotebook.com/Endo/Growth/TlStr.htm
Cerebral Gigantism;###############################################################################################################################################################################################################################################################;Syndrome de Soto, Gigantisme cérébral, Syndrome de Sotos;75968004;;"Congenital Abnormality (T019)
, Disease or Syndrome (T047)";T019 T047;###############################################################################################################################################################################################################################################################;Sotos' syndrome;###############################################################################################################################################################################################################################################################;C0175695;http://www.fpnotebook.com/Endo/Growth/CrbrlGgntsm.htm
Constitutional Short Stature;"Nanism, DWARF, DWARFISM, Dwarf, NANISM, Nanasoma, Physiologic dwarf, Dwarf, NOS, Dwarfism, NOS, RUNTING, Short stature, constitution, Short stature, constitutional, Short stature, hereditary, Constitutional dwarfism, Physiologic dwarfism, Constitutional short stature, Constitutional short stature (disorder), [D]Short stature, constitutional (context-dependent category), [D]Short stature, constitution, [D]Short stature, constitutional, [D]Short stature, hereditary, dwarfism (diagnosis), dwarfism, Normal dwarfism, True dwarf, Pure dwarfism, constitutional dwarfism, constitutional dwarfism (diagnosis), Little person, Dwarfism NOS, Runting, [D]Short stature, constitutional (situation), Short stature disorder, Dwarfism [Disease/Finding], dwarf, primordial dwarf, dwarfs, short stature, constitutional short stature, runts, runt, hereditary short stature, Normal dwarf, Primordial dwarf, Pure dwarf, Nanosoma, Nanosomia, True dwarfism, Primordial dwarfism, Dwarfism (disorder), Primordial dwarfism (disorder), Short stature disorder (disorder), Dwarfism, nanism, constitutional; dwarfism, dwarfism; constitutional, short; stature, constitutional, stature; short, constitutional, Dwarfism (disorder) [Ambiguous]";NANISME, Nanisme SAI, Maladie des rabougris, Nain, Nanisme;190584003, 422065006, 206931003, 237837007, 185797004, 90482002, 237836003, 205467007, 248299001, 190585002;condition of being undersized as a result of premature arrest of skeletal growth.;"Congenital Abnormality (T019)
, Disease or Syndrome (T047)";T019 T047;;Dwarfism;A genetic or pathological condition that is characterized by short stature and undersize. Abnormal skeletal growth usually results in an adult who is significantly below the average height.;C0013336;http://www.fpnotebook.com/Endo/Growth/CnsttnlShrtStr.htm
Achondroplasia;###############################################################################################################################################################################################################################################################;Nain achondroplastique, Achondroplasie;190584003, 268273004, 86268005, 205467007, 268350005, 248299001;"autosomal dominant disorder that is the most frequent form of short-limb dwarfism; a disturbance of epiphyseal chondroblastic growth, causing inadequate enchondral bone formation.";"Congenital Abnormality (T019)
, Disease or Syndrome (T047)";T019 T047;###############################################################################################################################################################################################################################################################;Achondroplasia;###############################################################################################################################################################################################################################################################;C0001080;http://www.fpnotebook.com/Endo/Growth/Achndrpls.htm
Short Stature;###############################################################################################################################################################################################################################################################;Petite taille, Insuffisance staturale, Petite stature;206930002, 158283003, 237836003, 277266007;;Finding (T033);T033;;Short stature;;C0349588;http://www.fpnotebook.com/Endo/Growth/ShrtStr.htm
Unintentional Weight Loss;###############################################################################################################################################################################################################################################################;CACHEXIE, Cachexie;207558009, 207560006, 28928000, 158737005, 238108007, 285384003;"state of general ill health characterized by malnutrition, weakness, and emaciation; occurs during the course of a chronic disease.";Sign or Symptom (T184);T184;The loss of body weight and muscle mass frequently seen in patients with cancer, AIDS, or other diseases.;Cachexia;General ill health, malnutrition, and weight loss, usually associated with chronic disease.;C0006625;http://www.fpnotebook.com/Endo/Geri/UntntnlWghtLs.htm
Unintentional Weight Loss;###############################################################################################################################################################################################################################################################;Atrophie généralisée, Syndrome de dépérissement, Syndrome cachectique, Syndrome de cachexie progressive, Syndrome de cachexie;207559001, 271878009, 288517002, 28928000;;Disease or Syndrome (T047);T047;;Wasting Syndrome;###############################################################################################################################################################################################################################################################;C0043046;http://www.fpnotebook.com/Endo/Geri/UntntnlWghtLs.htm
Diabetic Retinopathy;###############################################################################################################################################################################################################################################################;Rétinopathie diabétique;4855003, 163997001, 141196007, 155107006, 193353002, 154678005, 267471001, 309595004;retinal changes occurring in diabetes mellitus, marked by microaneurysms, exudates, and hemorrhages, and sometimes by neovascularization.;Disease or Syndrome (T047);T047;;Diabetic Retinopathy;Disease of the RETINA as a complication of DIABETES MELLITUS. It is characterized by the progressive microvascular complications, such as ANEURYSM, interretinal EDEMA, and intraocular PATHOLOGIC NEOVASCULARIZATION.;C0011884;http://www.fpnotebook.com/Endo/Eye/DbtcRtnpthy.htm
Waist-to-Hip Ratio;obesity android, android obesity, Android obesity, Android obesity (disorder);;238132000;;Disease or Syndrome (T047);T047;;Android obesity;;C0342940;http://www.fpnotebook.com/Endo/Exam/WstTHpRt.htm
Waist-to-Hip Ratio;Anthropometry, anthropometry;Anthropométrie;;###############################################################################################################################################################################################################################################################;Research Activity (T062);T062;;Anthropometry;The technique that deals with the measurement of the size, weight, and proportions of the human or other primate body.;C0003188;http://www.fpnotebook.com/Endo/Exam/WstTHpRt.htm
Male Tanner Stage;###############################################################################################################################################################################################################################################################;;251805007;;Finding (T033);T033;;Tanner boys genital development stage;;C0429596;http://www.fpnotebook.com/Endo/Exam/MlTnrStg.htm
Glucose Metabolism;glucose metabolic process, glucose metabolism, cellular glucose metabolic process, Glucose Metabolism;;;"sum of chemical changes that occur within the tissues of an organism consisting of anabolism (biosynthesis) and catabolism of glucose; the buildup and breakdown of glucose for utilization by the organism.";Molecular Function (T044);T044;;glucose metabolism;;C0596620;http://www.fpnotebook.com/Endo/Exam/GlcsMtblsm.htm
Sexual Development;adrenarche, Adrenarche (finding), Adrenarche;Adrénarche, Puberté surrénalienne;103020000;;Biologically Active Substance (T123);T123;;Adrenarche;###############################################################################################################################################################################################################################################################;C0686792;http://www.fpnotebook.com/Endo/Exam/SxlDvlpmnt.htm
Sexual Development;Tanner Scale, Tanner Stages;;;;Intellectual Product (T170);T170;###############################################################################################################################################################################################################################################################;Tanner Scale;;C2826146;http://www.fpnotebook.com/Endo/Exam/SxlDvlpmnt.htm
Sexual Development;Endocrine disorder related to puberty, NOS, Endocrine disorder related to puberty (disorder), Endocrine disorder related to puberty;;4900002;;Disease or Syndrome (T047);T047;;Endocrine disorder related to puberty;;C0271522;http://www.fpnotebook.com/Endo/Exam/SxlDvlpmnt.htm
Female Tanner Stage;female pubic hair Tanner stage, Tanner girls pubic hair (physical finding), Tanner girls pubic hair;;;;Finding (T033);T033;;Tanner girls pubic hair;;C2197575;http://www.fpnotebook.com/Endo/Exam/FmlTnrStg.htm
Female Tanner Stage;###############################################################################################################################################################################################################################################################;;251811005;;Finding (T033);T033;;Tanner girls breast development stage;;C0429602;http://www.fpnotebook.com/Endo/Exam/FmlTnrStg.htm
Body Mass Index;Body Mass Index, Index, Body Mass, Quetelets Index, Body mass index, BMI, body mass index (BMI), quetelet index, body mass index, Body mass index procedure, Quetelet Index, Quetelet's Index, Index, Quetelet;Index de Quetelet, IMC (Indice de Masse Corporelle), Indice de masse corporelle, Indice de Quetelet, Index de masse corporelle;;;Diagnostic Procedure (T060);T060;;Body mass index procedure;###############################################################################################################################################################################################################################################################;C0005893;http://www.fpnotebook.com/Endo/Exam/BdyMsIndx.htm
Body Mass Index;###############################################################################################################################################################################################################################################################;;248359001, 60621009, 162859006, 363807006, 140075008;;Clinical Attribute (T201);T201;###############################################################################################################################################################################################################################################################;Body mass index;;C1305855;http://www.fpnotebook.com/Endo/Exam/BdyMsIndx.htm
Type 1 Diabetes Mellitus;"Brittle Diabetes Mellitus, Diabetes Mellitus, Brittle, Diabetes Mellitus, Insulin-Dependent, Diabetes Mellitus, Juvenile Onset, Diabetes Mellitus, Juvenile-Onset, Diabetes Mellitus, Ketosis Prone, Diabetes Mellitus, Ketosis-Prone, IDDM, Juvenile-Onset Diabetes Mellitus, Ketosis-Prone Diabetes Mellitus, DIABETES MELLITUS, INSULIN DEPENDENT, DIABETES MELLITUS, TYPE 1, Diabetes Mellitus, Insulin Dependent, Diabetes mellitus, type I, JUVENILE ONSET DIABETES MELLITUS, insulin dependent diabetes mellitus, DIABETES MELLITUS (JUVENILE ONSET), DIABETES MELLITUS INSULIN DEPENDENT, Insulin depend diabetes mellit, Juvenile onset diabet mellitis, Diabetes Mellitus, Sudden Onset, Diabetes Mellitus, Sudden-Onset, Mellitus, Sudden-Onset Diabetes, Sudden-Onset Diabetes Mellitus, Diabetes mellitus, growth onset type, Diabetes mellitus, juvenile onset type, DIABETES MELLITUS, INSULIN-DEPENDENT, DIABETES MELLITUS, TYPE I, JOD, IDDM1, INSULIN-DEPENDENT DIABETES MELLITUS 1, JUVENILE-ONSET DIABETES, Diabetes mellitus, insulin-dependent, DIABETES MELLITUS, INSULIN-DEPENDENT, 1, DIABETES MELLITUS TYPE 01, juvenile diabetes mellitus, ketosis prone diabetes, IDD, Juvenile diabetes, Diabetes mellitus juvenile onset, Diabetes mellitus insulin-dependent, Ketosis-prone diabetes mellitus, Insulin dependent diabetic, type I diabetes, insulin-dependent diabetes mellitus, juvenile-onset diabetes mellitus, type I diabetes mellitus (diagnosis), type I diabetes mellitus, iddm, juvenile onset diabetes mellitus, diabetes, type i, jodm, diabetes type i, Diabetes mellitus: [juvenile] or [insulin dependent] (disorder), Type I diabetes mellitus (disorder), Type 1 Diabetes, Insulin Dependent Diabetes Mellitus, Type I Diabetes, Insulin Dependent Diabetes, Type I Diabetes Mellitus, Juvenile Diabetes, IDDM-Insulin-depend diab mell, Insulin-depend diabet mellitus, Insulin-dependent diabetes, Diabetes Type 1, Insulin-Dependent Diabetes Mellitus, DIABETES MELLITUS, KETOSIS-PRONE, Type 1 diabetes, Diabetes mellitus, type 1, KPD, brittle diabetes (mellitus), juvenile onset diabetes (mellitus), ketosis-prone diabetes (mellitus), Diabetes Mellitus, Type 1 [Disease/Finding], Diabetes;Type 1, diabetes type 1, Diabetes;insulin dependent, Diabetes;juvenile onset, type i diabetes, type 1 diabetes mellitus, diabetes mellitus type i, diabetes mellitus type 1, type i diabetes mellitus, Insulin dependent diabetes mellitus, Diabetes mellitus type I, Juvenile onset diabetes mellitus, Type 1 diabetes mellitus, Insulin-dependent diabetes mellitus, IDDM - Insulin-dependent diabetes mellitus, Type I diabetes mellitus, Diabetes mellitus type 1 (disorder), Diabetes mellitus type 1, Diabetes insulin dependent, diabetes; insulin-dependent, diabetes; juvenile-onset, diabetes; ketosis-prone, diabetes; type I, insulin-dependent; diabetes, juvenile-onset; diabetes, ketosis, prone; diabetes, type I; diabetes, Diabetes mellitus - juvenile, Diabetes mellitus: [juvenile] or [insulin dependent], Insulin dependent diabetes mel, Diabetes Mellitus, Type I, Diabetes Mellitus, Type 1, Type 1 Diabetes Mellitus, insulin dependent diabetes, type 1 diabetes, juvenile onset of diabetes";###############################################################################################################################################################################################################################################################;154673001, 190362004, 267469001, 46635009, 190322003;###############################################################################################################################################################################################################################################################;Disease or Syndrome (T047);T047;Diabetes mellitus characterized by insulin deficiency, sudden onset, severe hyperglycemia, rapid progression to ketoacidosis, and death unless treated with insulin. The disease may occur at any age, but is most common in childhood or adolescence.;Diabetes Mellitus, Insulin-Dependent;###############################################################################################################################################################################################################################################################;C0011854;http://www.fpnotebook.com/Endo/DM/TypDbtsMlts.htm
Type 2 Diabetes Mellitus;"Noninsulin dependent diabetes mellitus, Adult-Onset Diabetes Mellitus, Diabetes Mellitus, Adult Onset, Diabetes Mellitus, Adult-Onset, Diabetes Mellitus, Ketosis Resistant, Diabetes Mellitus, Ketosis-Resistant, Diabetes Mellitus, Non Insulin Dependent, Diabetes Mellitus, Non-Insulin-Dependent, Diabetes Mellitus, Noninsulin Dependent, Diabetes Mellitus, Stable, Ketosis-Resistant Diabetes Mellitus, NIDDM, Non-Insulin-Dependent Diabetes Mellitus, Stable Diabetes Mellitus, DIABETES MELLITUS, NON-INSULIN DEPENDENT, ADULT ONSET DIABETES MELLITUS, DIABETES MELLITUS, TYPE 2, DIABETES, ADULT ONSET, DIABETES, KETOSIS RESISTANT, DIABETES, MATURITY ONSET, Diabetes Mellitus, Maturity Onset, Diabetes Mellitus, Maturity-Onset, Diabetes mellitus, type II, MOD, MODY, Maturity Onset Diabetes Mellitus, Maturity-Onset Diabetes Mellitus, noninsulin dependent diabetes mellitus, DIABETES MELLITUS (ADULT ONSET), NCDMM, Maturity onset diabetes mellit, NIDDM-Non-ins dep diabetes mel, Diabetes Mellitus, Slow Onset, Diabetes Mellitus, Slow-Onset, Slow-Onset Diabetes Mellitus, Diabetes mellitus, adult onset type, Noninsulin-dependent diabetes mellitus, NONINSULIN-DEPENDENT DIABETES MELLITUS, Diabetes mellitus, noninsulin-dependent, DIABETES MELLITUS, NONINSULIN-DEPENDENT, MATURITY-ONSET DIABETES, DIABETES MELLITUS, TYPE II, DIABETES MELLITUS NON INSULIN-DEP, DIABETES MELLITUS TYPE 02, adult onset diabetes mellitus, ketosis resistant diabetes, Diabetes mellitus non insulin-dep, Diabetes mellitus maturity onset, Diabetes mellitus non-insulin-dependent, Maturity onset diabetes, type II diabetes mellitus, AODM, type II diabetes mellitus (diagnosis), type 2 diabetes, non-insulin dependent diabetes mellitus, aodm, niddm, diabetes type ii, diabetes, type ii, Type II diabetes mellitus (disorder), Diabetes mellitus: [adult onset] or [noninsulin dependent] (disorder), Diabetes mellitus - adult ons, Type 2 Diabetes, Type II Diabetes Mellitus, Non-Insulin Dependent Diabetes Mellitus, Adult-Onset Diabetes, Type 2 Diabetes Mellitus Non-Insulin Dependent, Type II Diabetes, Non-ins-dep diabetes mellitus, DIABETES MELLITUS NON INSULIN DEPENDENT, DIABETES MELLITUS NOS LATE ONSET, Type II diabetes, T2D, T2DM - Type 2 Diabetes mellitus, Diabetes, Type 2, Diabetes Mellitus, Type 2 [Disease/Finding], diabetes mellitus type ii, Diabetes;Type 2, Diabetes;adult onset, Diabetes;non insulin depend, type II diabetes, type ii diabetes mellitus, diabetes type 2, diabete type 2, late onset diabetes, maturity onset diabetes, diabetes mellitus type 2, non-insulin dependent diabetes, type 2 diabetes mellitus, Diabetes mellitus type II, Non-insulin dependent diabetes mellitus, Maturity onset diabetes mellitus, NIDDM - Non-insulin dependent diabetes mellitus, Type 2 diabetes mellitus, Non-insulin-dependent diabetes mellitus, Diabetes mellitus - adult onset, Type II diabetes mellitus, Diabetes mellitus type 2 (disorder), Diabetes mellitus type 2, Diabetes non-insulin dependent, diabetes, NIDDM; diabetes, diabetes; NIDDM, diabetes; adult-onset, diabetes; maturity-onset, diabetes; non-insulin-dependent, diabetes; nonketotic, diabetes; type II, maturity-onset; diabetes, non-insulin-dependent; diabetes, nonketotic; diabetes, adult-onset; diabetes, type II; diabetes, Diabetes mellitus -adult onset, Diabetes mellitus: [adult onset] or [noninsulin dependent], Noninsulin dependent diab.mell, Diabetes Mellitus, Type II, Diabetes Mellitus, Type 2, Type 2 Diabetes Mellitus, Non-Insulin Dependent Diabetes, non insulin dependent diabetes, adult onset diabetes";###############################################################################################################################################################################################################################################################;190384004, 154672006, 267468009, 44054006, 190323008;###############################################################################################################################################################################################################################################################;Disease or Syndrome (T047);T047;###############################################################################################################################################################################################################################################################;Diabetes Mellitus, Non-Insulin-Dependent;###############################################################################################################################################################################################################################################################;C0011860;http://www.fpnotebook.com/Endo/DM/TypDbtsMlts1.htm
Diabetes Mellitus;###############################################################################################################################################################################################################################################################;DIABETE SUCRE, Diabète sucré SAI, Diabete sucre, Diabète, Diabète sucré;191044006, 73211009, 154671004, 267467004;heterogeneous group of disorders that share glucose intolerance in common.;Disease or Syndrome (T047);T047;###############################################################################################################################################################################################################################################################;Diabetes Mellitus;A heterogeneous group of disorders characterized by HYPERGLYCEMIA and GLUCOSE INTOLERANCE.;C0011849;http://www.fpnotebook.com/Endo/DM/DbtsMlts.htm
Insulin Resistance Syndrome;Metabolic Syndrome, metabolic syndromes, syndrome metabolic, Metabolic syndrome, metabolic syndrome;Syndrome métabolique;;###############################################################################################################################################################################################################################################################;Disease or Syndrome (T047);T047;;Metabolic syndrome;;C0948265;http://www.fpnotebook.com/Endo/DM/InslnRstncSyndrm.htm
Insulin Resistance Syndrome;###############################################################################################################################################################################################################################################################;Diminution du glucose à jeun;390937007, 389984002, 390731003, 390951007;;Finding (T033);T033;;Impaired fasting glycaemia;;C1272092;http://www.fpnotebook.com/Endo/DM/InslnRstncSyndrm.htm
Insulin Resistance Syndrome;###############################################################################################################################################################################################################################################################;###############################################################################################################################################################################################################################################################;194869009, 233845001;;Disease or Syndrome (T047);T047;;Microvascular Angina;###############################################################################################################################################################################################################################################################;C0206064;http://www.fpnotebook.com/Endo/DM/InslnRstncSyndrm.htm
